No,Number Per One Dimension,Gender,Size,Width of shoulders,Vertical distance between shoulderes and table surface (shoulder normal),Vertical distance between shoulderes and table surface (round shoulder),Vertical distance between eye level and table surface,Vertical distance between Head posture device and table surface,Vertical distance between Chair and the ground,Horizational Distance (CM),Horizontal distance between eyes and head posture device,Shoulder Posture ,Head Posture,Sensor 1,Sensor 2 ,Sensor 3,Sensor 4
260,20,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Extreme),656,531,671,568
261,21,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Extreme),657,540,668,580
262,22,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Extreme),657,539,669,569
263,23,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Extreme),651,520,672,566
264,24,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Extreme),657,530,673,568
265,25,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Extreme),657,525,669,563
266,26,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Extreme),658,531,671,565
267,27,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Extreme),655,528,673,568
268,28,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Extreme),652,527,672,573
269,29,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Extreme),657,517,670,562
270,30,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Extreme),661,526,669,575
271,31,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Extreme),652,527,680,566
272,32,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Extreme),655,527,669,565
273,33,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Extreme),658,524,672,573
274,34,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Extreme),660,526,673,568
275,35,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Extreme),666,528,670,567
276,36,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Extreme),651,525,675,566
277,37,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Extreme),661,546,677,571
278,38,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Extreme),661,520,676,567
279,39,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Extreme),660,520,670,572
280,40,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Extreme),658,531,675,582
281,41,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Extreme),655,528,672,565
282,42,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Extreme),654,535,674,576
283,43,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Extreme),657,524,676,564
284,44,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Extreme),650,532,680,576
285,45,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Extreme),653,529,670,573
286,46,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Extreme),658,522,670,566
287,47,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Extreme),650,528,672,565
288,48,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Extreme),661,531,682,572
289,49,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Extreme),667,528,674,569
290,50,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Extreme),654,539,672,570
291,51,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Extreme),660,525,681,570
292,52,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Extreme),658,530,677,565
293,53,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Extreme),658,531,669,568
294,54,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Extreme),652,523,674,563
295,55,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Extreme),656,526,675,569
296,56,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Extreme),666,523,673,569
297,57,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Extreme),659,522,676,571
298,58,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Extreme),653,529,665,578
299,59,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Extreme),658,516,673,563
300,60,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Extreme),650,538,670,571
301,1,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),657,532,667,565
302,2,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),649,524,671,561
303,3,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),659,533,667,567
304,4,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),650,526,673,556
305,5,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),651,523,675,572
306,6,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),654,533,678,566
307,7,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),656,529,675,565
308,8,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),656,519,680,569
309,9,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),651,533,677,572
310,10,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),653,528,674,567
311,11,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),656,518,674,573
312,12,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),658,532,673,564
313,13,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),654,529,674,558
314,14,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),653,533,679,567
315,15,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),657,523,684,568
316,16,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),660,523,676,569
317,17,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),659,525,675,565
318,18,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),656,536,679,570
319,19,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),655,552,673,567
320,20,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),655,533,671,571
321,21,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),655,527,671,571
322,22,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),650,530,672,570
323,23,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),662,533,667,569
324,24,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),659,537,670,569
325,25,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),656,528,669,569
326,26,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),651,530,665,576
327,27,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),653,514,669,570
328,28,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),653,512,678,574
329,29,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),658,529,671,577
330,30,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),661,537,675,567
331,31,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),653,537,670,570
332,32,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),657,519,667,572
333,33,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),654,530,667,565
334,34,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),655,526,670,568
335,35,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),650,525,675,566
336,36,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),662,525,672,570
337,37,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),658,538,676,570
338,38,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),656,528,672,566
339,39,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),659,533,670,564
340,40,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),650,532,668,561
341,41,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),656,536,670,566
342,42,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),655,532,678,572
343,43,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),654,525,671,574
344,44,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),653,529,672,566
345,45,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),653,529,671,572
346,46,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),656,523,666,574
347,47,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),659,525,668,573
348,48,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),655,522,670,567
349,49,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),645,533,674,566
350,50,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),651,527,671,568
351,51,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),646,525,670,571
352,52,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),658,529,673,570
353,53,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),653,523,671,565
354,54,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),658,531,674,569
355,55,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),651,527,671,567
356,56,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),652,524,668,563
357,57,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),658,512,672,567
358,58,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),655,524,667,569
359,59,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),652,518,674,574
360,60,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Poking Chin (Acceptable),654,530,670,570
361,1,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),665,541,667,576
362,2,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),664,559,678,575
363,3,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),666,548,673,586
364,4,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),663,551,675,583
365,5,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),665,551,686,571
366,6,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),665,552,695,579
367,7,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),658,552,690,585
368,8,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),665,550,693,570
369,9,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),663,549,691,570
370,10,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),665,552,689,590
371,11,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),662,546,692,569
372,12,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),659,542,696,576
373,13,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),663,550,695,569
374,14,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),668,545,690,574
375,15,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),667,543,675,571
376,16,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),660,541,679,573
377,17,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),659,534,685,570
378,18,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),666,545,676,575
379,19,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),658,547,683,572
380,20,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),663,535,673,573
381,21,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),658,554,678,574
382,22,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),664,542,679,579
383,23,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),661,545,670,580
384,24,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),660,559,681,564
385,25,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),656,538,674,564
386,26,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),662,541,675,576
387,27,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),666,547,677,572
388,28,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),661,547,675,579
389,29,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),660,541,678,574
390,30,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),663,536,682,577
391,31,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),660,547,667,569
392,32,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),660,536,675,574
393,33,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),663,547,671,572
394,34,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),656,529,668,569
395,35,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),669,536,680,572
396,36,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),660,535,683,578
397,37,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),655,546,682,566
398,38,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),659,526,673,574
399,39,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),667,537,671,568
400,40,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),668,531,677,569
401,41,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),659,540,679,576
402,42,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),663,549,682,580
403,43,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),658,535,678,571
404,44,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),658,546,672,570
405,45,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),661,550,668,577
406,46,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),659,539,662,586
407,47,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),661,535,678,576
408,48,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),661,538,676,569
409,49,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),660,545,671,569
410,50,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),661,533,677,576
411,51,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),655,536,668,573
412,52,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),664,544,676,576
413,53,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),659,532,679,576
414,54,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),660,537,676,573
415,55,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),666,535,674,577
416,56,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),663,545,678,581
417,57,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),659,528,674,569
418,58,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),659,523,679,575
419,59,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),668,544,675,569
420,60,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neutral Position(Best Position),664,552,676,566
421,1,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neck Extension,657,555,669,574
422,2,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neck Extension,657,557,667,562
423,3,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neck Extension,655,555,670,561
424,4,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neck Extension,656,561,671,564
425,5,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neck Extension,658,552,676,567
426,6,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neck Extension,659,558,667,569
427,7,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neck Extension,655,557,674,565
428,8,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neck Extension,657,552,666,566
429,9,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neck Extension,654,558,659,556
430,10,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neck Extension,653,558,660,555
431,11,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neck Extension,655,550,679,571
432,12,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neck Extension,662,544,667,570
433,13,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neck Extension,654,540,673,569
434,14,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neck Extension,655,549,672,574
435,15,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neck Extension,660,549,675,561
436,16,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neck Extension,658,545,671,561
437,17,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neck Extension,656,555,665,572
438,18,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neck Extension,654,563,670,572
439,19,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neck Extension,650,548,664,564
440,20,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neck Extension,650,565,663,563
441,21,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neck Extension,660,539,663,562
442,22,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neck Extension,654,556,668,562
443,23,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neck Extension,656,561,666,575
444,24,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neck Extension,663,553,669,560
445,25,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neck Extension,657,549,669,562
446,26,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neck Extension,658,551,670,566
447,27,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neck Extension,657,544,670,567
448,28,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neck Extension,659,546,665,574
449,29,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neck Extension,656,542,673,574
450,30,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neck Extension,651,552,671,564
451,31,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neck Extension,657,552,670,567
452,32,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neck Extension,653,546,673,572
453,33,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neck Extension,656,541,669,569
454,34,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neck Extension,655,557,675,560
455,35,Male,M,43,35,34,49,48,48,65,69,Acceptable Round Shoulder,Neck Extension,660,546,671,565
